has_company,has_employee,has_gross,has_net,has_date,gross_pay,net_pay,tax_error,text_quality,missing_fields_count,has_federal_tax,has_state_tax,has_social_security,has_medicare,total_tax_amount,tax_to_gross_ratio,net_to_gross_ratio,deduction_percentage,risk_score
1,1,1,0,1,0.0,0.0,0,0.9875410199474296,1,1,1,1,1,0.0,0.0,0.0,0.0,35.57951761601281
1,1,1,1,1,4485.106062292552,679.4564115948889,0,0.4683819486714242,0,1,1,1,1,936.8400315341362,0.20887801058048389,0.15149171550417834,0.8485082844958217,32.40556479566728
0,0,1,1,1,7900.653479288778,1411.406662355766,0,0.859035945129293,2,1,0,1,0,993.4764463182066,0.1257461106125667,0.17864429392526932,0.8213557060747306,42.88974403277362
1,1,1,1,1,4220.933808723856,1331.2816259171018,0,0.7757973994733816,0,1,1,1,1,981.9320153837622,0.23263383409479158,0.31539978740382035,0.6846002125961796,11.274739091476544
1,1,1,1,1,1043.5859861550693,627.4094742686033,0,0.40125755799405205,0,1,0,1,1,228.01810889095097,0.21849479766497087,0.6012053463655603,0.3987946536344397,42.62014352554251
1,1,1,1,1,8421.311557376433,9750.975034102254,1,0.40460273455241036,0,1,1,1,1,1570.608873962406,0.18650406926064517,1.0,-0.15789268306563664,76.8002097839957
0,1,1,1,1,4964.450995370261,3530.0767227203546,0,0.9588398008590066,1,1,1,1,1,867.1554211078375,0.17467297429595494,0.7110709172096628,0.28892908279033724,7.159397100777453
0,1,1,1,0,7258.858536992896,8373.502389061807,1,0.4846476781381055,2,1,0,0,0,441.3177140749081,0.06079712282941546,1.0,-0.15355635412763818,100.0
1,1,1,1,1,7291.197539702307,1616.477947659641,0,0.43882220863555743,0,1,0,1,0,688.4240689124596,0.09441851837970738,0.2217026680264159,0.7782973319735841,40.88931639643128
1,1,1,1,0,5163.874922647378,3683.070975243646,0,0.5915312812532375,1,1,0,1,1,913.8368957498501,0.17696727930841338,0.7132378360077388,0.2867621639922611,45.702631044190376
1,0,1,1,0,5391.692472379625,1164.4238695220156,0,0.6578819371454188,2,1,1,0,1,330.7489812037594,0.06134418513261074,0.21596629916989626,0.7840337008301037,45.89968541987673
1,1,0,1,1,0.0,0.0,0,0.6287227663437336,1,1,0,1,1,0.0,0.0,0.0,0.0,38.62977274692693
1,1,1,1,1,8762.391552194567,5778.310936913336,0,0.7698186840614273,0,1,0,1,1,1362.3567422939514,0.15547772935948576,0.6594445023934294,0.34055549760657056,2.3960032080772207
1,0,1,1,1,8195.035084718365,915.2263773120666,0,0.739891877135133,1,1,1,1,1,2083.1569115274215,0.25419743661768746,0.11168059292616435,0.8883194070738356,26.69145842912434
1,1,1,1,1,8483.878616231046,9482.751970197374,1,0.3852762536945967,0,0,1,1,1,376.8952929307918,0.04442488040903008,1.0,-0.11773781770702378,72.6240576009763
1,1,1,1,1,7252.621766262817,2630.2750471512804,0,0.8510997611200963,0,1,1,1,1,2127.6302214862108,0.29336015168795315,0.36266541009853703,0.637334589901463,14.291591378199968
1,1,1,1,1,4041.087152235953,2976.0209808439145,0,0.9420626527537256,0,1,0,0,0,422.05940077168754,0.10444204365603944,0.7364406826012816,0.2635593173987184,58.88411151705789
0,1,0,1,1,0.0,0.0,1,0.9487302496548022,2,0,0,0,0,0.0,0.0,0.0,0.0,78.88977563801765
1,1,1,1,1,5639.311135256894,3882.9346804897427,0,0.572868484211674,0,0,1,1,1,932.9784276615956,0.16544191396509894,0.6885476944539715,0.31145230554602854,46.276250914939894
1,1,1,1,0,2199.577079743146,1233.6812784346891,0,0.5558072145991908,1,1,1,1,1,464.7778446189297,0.21130327684320288,0.5608720375367575,0.43912796246324254,47.93690929379774
1,0,1,1,1,7072.142961632001,3015.781008245004,0,0.9618209073418789,1,1,1,1,1,1148.5925925142913,0.1624108277711112,0.42643100183442395,0.573568998165576,24.19255179950343
1,1,1,1,0,3524.8527707000644,3537.164085030211,1,0.5475164957410334,1,1,1,1,1,583.6045197836332,0.16556848122417456,1.0,-0.00349271732211995,73.6059578446963
0,1,0,0,0,0.0,0.0,1,0.4808947929435163,4,1,1,0,1,0.0,0.0,0.0,0.0,78.34021118414279
1,1,1,1,1,7343.078111261939,800.6249637594035,0,0.7735399136012563,0,1,1,1,1,1377.3828710764278,0.18757568014481038,0.10903124706402077,0.8909687529359792,13.563814039010591
1,1,1,1,1,4320.621652491224,2004.0261394615804,0,0.9633611668459485,0,0,1,1,1,571.9482215774661,0.13237637256381543,0.4638281943308043,0.5361718056691956,11.137747832586598
1,1,1,1,1,2034.418051947399,640.1856648513641,0,0.9469100803931717,0,1,1,1,1,427.72786411888706,0.21024580651427793,0.3146775384924261,0.685322461507574,5.167932031559619
1,1,1,1,1,3413.221853272176,2965.7536060268644,0,0.785545065299432,0,1,0,1,1,821.3409084934317,0.2406350784687586,0.8689015052401783,0.13109849475982174,4.27098438345427
1,1,1,0,1,0.0,0.0,1,0.5790044036251291,1,1,0,0,1,0.0,0.0,0.0,0.0,43.60937166627148
1,1,0,1,0,0.0,0.0,1,0.9389715097311793,2,0,0,1,0,0.0,0.0,0.0,0.0,74.58864923600642
1,1,1,1,1,1448.410523519345,1518.148104506684,1,0.6139489873206454,0,0,0,1,1,30.471360693782582,0.021037792945430508,1.0,-0.04814766245821715,66.51241639983137
0,0,1,1,1,9435.224211636545,5093.796746291397,0,0.882086038601549,2,0,0,1,1,173.15056453575582,0.01835150502541399,0.5398702385905332,0.4601297614094669,73.67953625744553
1,1,1,1,1,8712.328437478496,5550.718706055148,0,0.7945963405745672,0,1,0,1,1,2101.94572974304,0.2412610755927127,0.6371108189834984,0.3628891810165016,4.095350727258041
1,1,1,1,1,1866.6435528746786,1567.2036206066568,0,0.5836941709801251,0,0,1,0,0,159.47494891088652,0.08543406622292245,0.8395837642345393,0.16041623576546074,76.41773947333635
1,1,1,1,1,6907.000575882949,5070.84703040935,0,0.8736416740623808,0,1,1,1,0,1444.9336925862215,0.20919843233131769,0.734160504939747,0.26583949506025295,39.228296828903254
1,1,1,1,1,9528.539265590693,7844.066104421369,0,0.8769308142825176,0,1,1,1,1,2155.1134526006194,0.226174589045682,0.8232181120088086,0.17678188799119143,0.0
1,1,1,1,0,7665.247024558416,3332.4368697716172,0,0.8373476990472808,1,0,0,1,1,977.0337141314844,0.1274627824780076,0.43474618092475553,0.5652538190752445,32.35597607116144
1,1,0,1,1,0.0,0.0,0,0.5874065591144384,1,0,0,1,0,0.0,0.0,0.0,0.0,57.358964089414194
1,1,1,1,1,5887.9700985489335,5209.65003740266,0,0.8797964820460675,0,1,1,1,1,1067.6807287690697,0.18133256638517836,0.8847956002165428,0.11520439978345724,4.012405086709343
1,1,1,1,1,5588.124576853524,3663.538138634589,0,0.6704814414717061,0,1,1,1,0,866.5185716935451,0.15506429031355834,0.655593498006338,0.344406501993662,48.50956186010122
1,1,1,1,1,1168.8484606497639,673.6719969932097,0,0.7399906447436382,0,1,0,1,1,250.55825204464176,0.21436333321203693,0.5763552929852984,0.4236447070147015,5.677480244230168
1,1,1,1,1,8513.070325337558,2702.941267868521,0,0.9735327073340145,0,1,1,1,1,1613.2261543418879,0.18949992102619223,0.31750486775890047,0.6824951322410995,14.5671136039468
1,1,1,1,1,3932.069197927874,1048.9265743795695,0,0.5445045411920522,0,1,1,1,1,252.82471671894285,0.06429813515290542,0.26676198245247923,0.7332380175475208,68.0623439516587
1,1,1,1,1,7106.951625028917,2813.0516205078816,0,0.8389868302968129,0,1,0,1,1,1205.5175594620518,0.1696251252388603,0.39581690841978057,0.6041830915802195,9.669654810333306
1,1,1,1,1,3829.011273853471,3355.9213836297845,0,0.5461863031027405,0,1,1,0,1,466.60106179120777,0.12185941184801634,0.8764459395943291,0.12355406040567082,55.95747483793846
1,0,1,1,1,8951.368489117449,9104.693131643153,1,0.4277463429795058,1,1,1,0,0,1196.402883545973,0.1336558633465363,1.0,-0.01712862594273792,100.0
1,0,1,1,1,1158.206547631698,755.7618351649938,0,0.6628671794635628,1,0,1,1,1,169.5769672823264,0.14641340754727863,0.652527683175662,0.34747231682433805,48.71271306550598
1,0,1,0,1,0.0,0.0,0,0.7066170876781033,2,1,1,1,1,0.0,0.0,0.0,0.0,28.019472119707487
1,1,1,1,0,8798.551047168958,3174.333540665476,0,0.6859216921746994,1,1,0,1,1,791.3564864680801,0.08994168269589216,0.36077912415895536,0.6392208758410447,28.89338309036181
1,1,1,1,1,7407.652991122078,6165.0975658732705,0,0.7928423501506228,0,1,1,1,1,1778.3123229276619,0.24006420455425398,0.8322605787908822,0.16773942120911775,2.616865846429203
1,1,1,1,1,7067.733908687766,4588.408890438807,0,0.8015541096004978,0,1,1,1,1,1584.6821703937899,0.22421361512292848,0.6492050987939239,0.3507949012060761,2.3906605146831357
1,1,1,1,1,3333.0135687814795,2217.2867856545145,0,0.8052313248803167,0,1,0,1,1,187.16785152315745,0.056155742441692004,0.6652498526926595,0.33475014730734054,68.95748297294767
1,1,1,1,1,4816.539618492661,3480.569534015024,0,0.7478204928319834,0,1,0,1,1,656.08584679942,0.13621518740974095,0.722628652456568,0.27737134754343196,0.8765099794725737
1,1,1,0,0,0.0,0.0,0,0.9665507519062495,2,1,0,1,0,0.0,0.0,0.0,0.0,98.52595134976967
1,1,1,1,1,2285.603665218059,2724.848112375705,1,0.96321111243564,0,1,1,1,1,447.1006160168276,0.19561598663002308,1.0,-0.19217874640384758,10.047754924758529
1,1,1,0,1,0.0,0.0,0,0.8841928845285398,1,1,1,1,1,0.0,0.0,0.0,0.0,9.69115087903545
1,1,0,0,1,0.0,0.0,1,0.8995112698838189,2,1,0,1,1,0.0,0.0,0.0,0.0,28.719227370011318
1,1,1,1,1,9198.500720698354,9317.559614740323,1,0.9441874917033016,0,1,0,1,1,821.348286446618,0.08929153906553816,1.0,-0.01294329344064348,58.94839054313432
1,1,1,1,1,8143.668875993426,6356.905959869191,0,0.9582394455597102,0,1,1,1,1,2132.4336205944783,0.26185170996829704,0.7805948469501994,0.21940515304980054,3.3976311840538447
1,1,1,1,1,2913.626133329422,1077.570207819107,0,0.5661751759665563,0,1,0,1,0,408.0284866786639,0.14004146997830733,0.36983818736817814,0.6301618126318219,25.14752630355437
1,1,1,1,1,8421.47758585267,6083.462231235992,0,0.8792295914009349,0,1,1,1,1,597.5649614701263,0.0709572584357384,0.7223746865343043,0.2776253134656958,62.18193625292311
1,1,1,1,1,9906.816540005993,716.201625538152,0,0.4465918240646166,0,1,1,1,1,2373.4035556986487,0.23957277760361279,0.0722938213951945,0.9277061786048055,26.79249974190836
1,1,1,1,1,5337.616085227396,4255.812791859701,0,0.9048506152293703,0,1,0,1,1,1440.043031522691,0.2697914215876659,0.7973246340511941,0.20267536594880586,2.0586173904978633
1,1,1,1,1,1512.459123544018,758.8944685133615,0,0.9871578906816224,0,0,0,1,1,116.57666465360444,0.07707756384214878,0.5017619694310205,0.4982380305689796,58.59003070539025
0,1,1,1,1,8649.304191845526,6995.760811120313,0,0.9295987158719982,1,1,1,1,1,1314.5663280929257,0.15198521163497583,0.8088235372408157,0.19117646275918432,8.425437049437352
0,1,1,1,1,8250.961813779297,2068.049433707113,0,0.9752518648808554,1,0,0,0,1,357.1347612641519,0.04328401576986196,0.2506434377448485,0.7493565622551516,29.076593919391435
1,0,1,1,0,1270.2322100541414,512.632716759548,0,0.7117534972610653,2,1,0,1,0,181.47053588633165,0.14286406410572502,0.40357401796455616,0.5964259820354438,43.172590120576714
1,0,1,1,1,8198.769124937926,683.9847356553227,0,0.856191669795874,1,1,0,1,1,2168.780229501474,0.26452510083553477,0.08342529533791467,0.9165747046620853,20.52655953902332
1,0,1,0,1,0.0,0.0,0,0.9144282824893588,2,1,1,0,1,0.0,0.0,0.0,0.0,43.37442108919639
1,0,1,0,1,0.0,0.0,0,0.5011777369235584,2,0,1,0,1,0.0,0.0,0.0,0.0,26.04022101044864
1,1,1,1,1,2122.95293591442,1376.312979009174,0,0.7026732954619075,0,1,0,1,1,434.97982172492317,0.20489376583262042,0.6483012203077193,0.35169877969228064,5.814528778014517
1,0,1,1,0,2525.8611745621265,2625.0064893438357,1,0.7835762860338673,2,1,0,1,0,96.7677169002014,0.03831078203139041,1.0,-0.03925208391506182,89.74411452070677
1,1,1,0,1,0.0,0.0,0,0.7259379123458447,1,1,0,1,0,0.0,0.0,0.0,0.0,51.23877797338065
1,1,1,1,0,4284.731811202837,3780.0101757234374,0,0.6123827435392579,1,1,0,1,1,278.5000061867882,0.06499823523577919,0.8822046144965813,0.11779538550341868,84.64672579224332
1,1,1,0,0,0.0,0.0,0,0.9870334692318348,2,1,0,1,1,0.0,0.0,0.0,0.0,44.39139263740431
1,0,1,1,1,2692.2563293097055,1287.0243231318073,0,0.9061521196045098,1,1,1,1,1,705.943603596079,0.26221262660271394,0.4780467257595046,0.5219532742404954,17.383360364560613
1,1,1,1,1,1546.2095024059213,1060.3154563925184,0,0.6060712624251441,0,1,1,1,1,207.15552109402597,0.13397636010624006,0.6857514811173093,0.3142485188826907,59.09332532235909
1,1,1,1,1,3819.2527123018995,2622.650538047794,0,0.7208149745022379,0,1,1,1,1,895.6257652578345,0.2345028812503042,0.6866920666443928,0.31330793335560725,0.9541638442624798
1,1,1,1,1,3134.8220311143587,987.3896452784401,0,0.3853609157199907,0,0,0,1,0,131.89678916610126,0.0420747295562469,0.3149747052554193,0.6850252947445806,91.99160905959843
1,1,1,1,0,6400.840161445332,1163.1619633496648,0,0.7593532233757208,1,1,0,1,1,344.3625255496436,0.053799582064846516,0.1817202014129062,0.8182797985870938,50.91831224678409
0,0,1,1,0,7411.041593710098,4058.9137815721015,0,0.9001474393546844,3,1,0,1,1,357.9177334331685,0.04829519965681215,0.5476846581210641,0.45231534187893585,32.411187109054964
1,1,1,1,1,5750.939396290404,6429.099523781867,1,0.45785963132031626,0,0,1,1,1,556.9980734424178,0.09685340690630556,1.0,-0.11792162649616937,72.36342448377704
0,1,1,1,1,6785.841147191555,7133.811193264898,1,0.7232859517729049,1,0,0,1,0,319.42841403650266,0.04707278097258495,1.0,-0.051278837586311125,80.3141069050801
1,1,1,1,1,8291.162783630101,6294.39828353806,0,0.9379743981821625,0,0,0,1,1,1342.3788042074382,0.16190477008337154,0.7591695456716383,0.24083045432836167,4.149386605418096
1,1,0,1,1,0.0,0.0,1,0.4360248925260364,1,0,0,0,1,0.0,0.0,0.0,0.0,80.55762996543109
1,1,1,1,1,8895.949206609253,3969.2544838528497,0,0.838265979778316,0,1,1,1,1,1566.8627310512672,0.176132157981204,0.4461867296751075,0.5538132703248925,12.081035811015454
1,0,1,1,0,6171.002260658949,6368.428341245526,1,0.9862805498190954,2,1,1,1,1,125.19399906810627,0.020287466084113515,1.0,-0.031992547117539946,78.58819736992476
0,0,1,1,0,2424.8877564092763,2859.1644953185137,1,0.6247950807452287,3,0,0,1,0,69.15127914781984,0.028517311353915043,1.0,-0.17909148073406306,100.0
1,1,1,1,1,7412.480319506112,2455.013815808986,0,0.7786445285273832,0,1,1,1,1,2109.1225446268836,0.2845366805327873,0.3312000450575984,0.6687999549424016,13.802515288826804
0,0,1,1,0,1499.5343316892775,934.9105613284382,0,0.995909448316171,3,0,1,1,1,109.02646950180723,0.07270688452926925,0.6234672601828523,0.37653273981714774,26.81617258236364
1,1,1,1,1,5188.480393416959,3949.225183692318,0,0.9536567405627119,0,1,1,1,1,1444.6400596988678,0.2784322094638343,0.76115256958531,0.23884743041469006,0.0
1,1,1,1,1,2773.484769537821,2196.3132650766183,0,0.8083122987556655,0,0,1,1,1,387.3116117101438,0.13964800382685574,0.791896638193047,0.208103361806953,0.0
1,1,1,1,1,9012.186749285254,3031.8677003761427,0,0.995458357282833,0,1,0,1,1,1945.1817654281717,0.21583904323580974,0.3364186500703169,0.6635813499296832,9.305948154633139
1,0,1,0,1,0.0,0.0,1,0.5148614720988587,2,1,1,1,0,0.0,0.0,0.0,0.0,60.15570626831603
1,1,1,1,1,2814.023712356234,1407.6941646841954,0,0.9199252322609088,0,0,1,1,1,427.5102670348153,0.15192134492600032,0.5002424672198328,0.49975753278016727,3.6246676836298146
1,1,1,1,1,6841.26495367073,4792.567535780019,0,0.7420652594238335,0,1,1,1,0,1294.4189218112058,0.18920754137970872,0.7005382145312955,0.29946178546870456,68.4636052098218
1,1,1,1,0,3323.2640929111285,1071.4203653785808,0,0.9916768525914066,1,1,1,1,1,567.2509345761736,0.17069089868186504,0.3224000065670474,0.6775999934329525,21.327806122098618
1,0,1,1,1,8595.019628766235,3196.028278746845,0,0.5556741061722635,1,0,0,1,1,463.51430474286707,0.05392824272228007,0.37184653634183923,0.6281534636581608,36.575300899139215
1,1,1,1,1,4759.000985362756,981.9359608012829,0,0.9417488199900461,0,1,0,1,1,685.3570529743714,0.14401279913207032,0.20633237181951006,0.79366762818049,8.564057560559828
1,0,1,1,0,8362.199206259531,4649.193711997092,0,0.4443535956997978,2,1,1,1,1,1022.2859843984883,0.12225085281791126,0.5559773927075229,0.44402260729247706,41.67145052529172
1,0,1,1,1,2319.4932024898435,2605.347654166393,1,0.7204845649081795,1,1,1,0,0,204.65831050236855,0.08823406349399064,1.0,-0.12324004716620907,83.4606046854445
1,1,0,1,1,0.0,0.0,1,0.8729210583281857,1,0,0,0,1,0.0,0.0,0.0,0.0,98.45014765590173
1,1,0,1,0,0.0,0.0,0,0.6122847210680459,2,1,1,1,1,0.0,0.0,0.0,0.0,42.07871443147686
1,1,1,1,1,9207.03097278726,1867.8176449638072,0,0.8049526961138589,0,1,1,1,1,2555.784035758276,0.2775904679056987,0.2028686175254996,0.7971313824745004,5.407868681346709
1,1,1,1,1,6132.173645839618,2266.803967476616,0,0.7125292397272227,0,1,0,1,1,843.6427544131974,0.13757646197536627,0.3696574980414216,0.6303425019585783,10.653872300533985
0,0,1,1,1,3336.0297066731123,2589.7632366358266,0,0.4072903090088777,2,0,1,1,1,456.70301224871343,0.13690016348930084,0.7763010117852017,0.22369898821479833,44.81915739203764
1,1,1,1,1,7918.648930774739,6784.301471476195,0,0.7933856108456635,0,1,1,1,1,2051.4403038342507,0.25906443406798985,0.856749873720243,0.143250126279757,8.760541201818832
1,1,1,1,1,8792.185648461822,1839.9725599769117,0,0.9784426882929855,0,1,1,1,1,1699.9200526018678,0.19334442203222427,0.2092736247327548,0.7907263752672452,13.931486280772333
1,0,1,1,1,5210.922746349971,2372.76021136298,0,0.8736622955183506,1,1,1,1,1,1473.9339636329591,0.2828546949127939,0.45534357864449193,0.5446564213555081,26.841851478896437
0,0,1,0,0,0.0,0.0,0,0.5516259600240534,4,1,0,1,1,0.0,0.0,0.0,0.0,43.20343920289328
1,1,1,1,1,3487.1392499605963,2555.6664048214607,0,0.9433899446611779,0,1,0,1,1,494.9449770308304,0.14193438849235032,0.7328833813706577,0.2671166186293424,60.86346761254677
1,1,0,1,1,0.0,0.0,1,0.965137395925032,1,0,0,1,0,0.0,0.0,0.0,0.0,81.1078885944082
1,0,1,1,0,8384.213059773094,8443.850914876053,1,0.8292688269813091,2,1,1,1,1,2095.1287177505424,0.2498897276123424,1.0,-0.007113113022985762,72.44783235747761
1,1,1,1,1,9855.939682928896,6964.827042953386,0,0.7349895337923343,0,1,1,1,1,2297.1022336820483,0.23306780556508205,0.7066629126207927,0.2933370873792073,9.280351714250786
1,1,1,0,1,0.0,0.0,0,0.9618021059174788,1,1,1,1,1,0.0,0.0,0.0,0.0,54.62412111009888
1,1,1,1,1,6115.192829049251,3865.0427311847725,0,0.7649612779913366,0,1,1,1,1,1290.8215103342511,0.2110843511266577,0.6320393876746621,0.367960612325338,5.498870240182548
1,1,1,1,1,1794.6211867111024,577.2630507885451,0,0.9909540372399765,0,1,1,1,1,538.1577634795043,0.29987262351769883,0.32166289747557336,0.6783371025244267,14.202778887529345
1,1,1,1,1,5971.555957914697,3100.186305450772,0,0.8434485662430087,0,1,0,1,1,1290.9278011070512,0.2161794698408639,0.5191588804157126,0.4808411195842874,0.0
1,1,1,1,1,4531.466710278053,3820.6700179492786,0,0.8379201805343829,0,1,1,1,1,1090.5666469569721,0.2406652672706172,0.8431420249173232,0.15685797508267685,3.018302657606835
1,1,1,1,0,1031.2230043188604,670.8426218579638,0,0.7327776267553986,1,1,0,1,1,257.867458397868,0.2500598389658633,0.650531086921462,0.349468913078538,7.932752504384066
1,1,1,1,1,7015.517175417555,2920.8371175657185,0,0.8177682142567675,0,1,1,1,1,1334.3435376761759,0.1901988840326312,0.4163395291512309,0.583660470848769,5.576615669890236
1,1,1,1,1,3173.940213651252,2295.5565014388458,0,0.7303080518039783,0,1,0,1,1,800.1133388161435,0.25208834601698604,0.7232513364825082,0.2767486635174918,4.186524578237947
1,1,1,1,1,7393.524722222036,5406.417837104834,0,0.48605200349744826,0,1,0,1,1,929.2593647234747,0.12568556941866788,0.7312368647196461,0.2687631352803539,39.972170647698164
1,0,1,1,1,1806.495920797477,1509.5302347068987,0,0.7060812818490758,1,1,1,1,0,396.529711612973,0.2195021350714842,0.8356123129469991,0.1643876870530009,30.977619708087474
1,1,1,1,1,5682.312159373626,2789.6199941383875,0,0.8007539438872553,0,1,1,1,1,1231.837856225186,0.2167846154303804,0.49093043745169634,0.5090695625483036,7.436792878772635
1,1,0,1,1,0.0,0.0,0,0.8373326445303295,1,1,0,1,1,0.0,0.0,0.0,0.0,64.88184161715435
0,0,0,0,1,0.0,0.0,0,0.8661287597145517,4,1,0,1,1,0.0,0.0,0.0,0.0,86.08130993371421
1,1,1,1,1,1713.0200124414596,1481.0685674324416,0,0.5445387930997893,0,1,1,0,1,329.23151180600087,0.19219361677904037,0.8645950173819439,0.13540498261805606,68.80960782075766
0,1,1,1,1,5877.71778620928,3547.4919163781487,0,0.9510661178832811,1,1,1,1,1,1061.9090690674047,0.18066690298723279,0.6035492082831072,0.3964507917168928,13.857745381448069
1,1,1,1,1,8840.849738983543,10080.101772138107,1,0.23984311576343115,0,0,1,0,1,597.682254302596,0.0676046162923829,1.0,-0.1401734075051754,89.18785971897724
1,1,1,1,1,2537.370555478366,1590.4875336260795,0,0.924585099339362,0,1,0,1,1,522.1837947529261,0.20579721539902546,0.6268250926897935,0.3731749073102065,46.93524462651763
1,1,1,1,1,6561.740180675891,5834.539684911218,0,0.5960365474641212,0,1,1,1,1,372.52724732927027,0.05677262998409336,0.8891756644211158,0.1108243355788842,66.43811209888608
1,1,1,1,1,9716.488363857934,7619.050511022546,0,0.9449435073545498,0,1,0,1,1,1382.3170233903322,0.1422650829832809,0.7841362255280261,0.21586377447197394,2.7810450725620006
0,1,1,1,1,6983.040896095232,2858.2442335754135,0,0.6832883720762929,1,1,0,1,0,498.8783843945197,0.07144142384637642,0.40931225752575545,0.5906877424742446,40.27013633201837
1,1,1,1,1,4229.687476499841,3085.623267269369,0,0.44401868392605026,0,1,1,1,1,449.5181253419414,0.10627691238169859,0.7295156638435116,0.27048433615648837,50.445940362957245
1,1,0,1,1,0.0,0.0,0,0.7008762043300695,1,0,1,1,1,0.0,0.0,0.0,0.0,8.955024324998599
0,0,1,1,0,9383.519305984386,5883.504082757246,0,0.3865401923429881,3,0,0,1,1,506.8195879290479,0.05401167423461485,0.6270039940137397,0.3729960059862602,85.33269040767709
1,1,1,0,0,0.0,0.0,0,0.6977948505005107,2,0,0,1,0,0.0,0.0,0.0,0.0,80.96686932066056
1,1,1,1,0,3604.1204148881347,1961.4026679741098,0,0.6161930304651639,1,0,1,0,1,369.431948707262,0.10250266533304173,0.5442111922431393,0.45578880775686065,66.40626189218801
1,1,1,1,1,8315.219131155369,5384.704378594818,0,0.806088193055468,0,1,1,1,1,1807.1506861855798,0.21733049456442682,0.6475721557859454,0.3524278442140546,0.0
1,1,1,1,0,1934.834752165681,950.3418638911843,0,0.33754728519399474,1,0,0,1,1,20.90813139572837,0.010806158702868902,0.491174692219817,0.508825307780183,63.98551129658695
0,1,1,1,1,8488.83700352457,7259.8956403974435,0,0.9952653727300147,1,0,1,1,1,1626.098770256138,0.19155730868445006,0.8552285357090884,0.14477146429091162,8.219026887398421
1,0,0,1,1,0.0,0.0,0,0.664577788304224,2,0,1,1,0,0.0,0.0,0.0,0.0,30.774937898206694
1,1,1,1,1,3102.1948936097683,3717.050132812915,1,0.623101129972637,0,1,1,1,0,377.1672057587183,0.12158075771952546,1.0,-0.19820006810974092,73.05683601794539
1,1,1,1,1,6686.8678725797845,7008.975301141853,1,0.5813344173299149,0,0,1,1,1,796.5312152091758,0.1191187309794825,1.0,-0.048170150016408245,68.85863472227624
0,1,1,1,1,9489.81456690592,9553.2507572749,1,0.6466289100272642,1,1,1,1,0,1044.3431551878732,0.11004884740633801,1.0,-0.00668466068770229,89.70351651788005
1,1,1,1,1,5220.862355360808,1546.6648689880362,0,0.8094108890671996,0,1,1,1,1,1554.2308403198242,0.29769619165001204,0.2962470112624044,0.7037529887375956,6.3339696079917225
1,1,1,1,1,8462.997152986409,2837.056490018439,0,0.9204912212565421,0,1,1,1,1,1294.6003547747105,0.1529718528048747,0.33523070358322204,0.664769296416778,6.8740749566201185
1,1,1,0,0,0.0,0.0,1,0.40106881764831687,2,0,0,0,1,0.0,0.0,0.0,0.0,67.34946610283087
0,0,1,1,1,3395.47796134137,2697.617057879773,0,0.5099422397597303,2,1,1,1,1,396.7408095311637,0.1168438770765671,0.7944734404384384,0.20552655956156166,29.70234126743175
0,1,0,0,1,0.0,0.0,0,0.3579739368687984,3,0,0,0,1,0.0,0.0,0.0,0.0,80.22836934442672
1,0,1,1,1,8614.482845382603,4937.379137075407,0,0.5903402355125116,1,0,1,1,0,1273.155740482446,0.14779247499051698,0.5731486411539912,0.4268513588460088,35.104436502903674
1,1,1,1,0,1448.0405577515944,1117.6646834672626,0,0.7851250363581237,1,0,0,1,1,154.99612887643246,0.10703852737184275,0.7718462562973278,0.2281537437026722,50.20182232154514
1,0,1,1,1,9682.032520620858,9759.349656282016,1,0.7620481141608636,1,1,1,1,1,2378.735349920679,0.2456855360539672,1.0,-0.007985630651052634,71.83409192897676
1,1,1,1,1,2020.597624494737,1353.2916436120327,0,0.8419990803754935,0,1,1,1,1,335.0034920333143,0.16579426204021397,0.66974821073069,0.33025178926931004,0.0
1,1,1,1,1,7251.227256095505,2754.9797828785436,0,0.9253711590274548,0,1,1,1,1,1952.8855971529988,0.26931794138866216,0.37993289764331417,0.6200671023566857,12.697284397836848
1,1,1,0,1,0.0,0.0,0,0.9735252823202352,1,1,1,1,1,0.0,0.0,0.0,0.0,3.3699371469416355
1,1,1,1,1,3863.4016771025326,2214.9143186974893,0,0.6730520969542866,0,1,0,1,1,568.2587500575548,0.14708766976664372,0.5733067653370765,0.4266932346629235,44.41136909381903
1,1,1,1,1,6539.107436175965,5709.579214991572,0,0.795232992899074,0,1,1,1,1,1511.970945692943,0.2312197743270503,0.8731435093732768,0.12685649062672322,8.64884754186166
1,1,1,1,1,1950.4404988943534,2272.321817222181,1,0.8819286381548312,0,1,1,1,1,549.0170236434043,0.28148360534690786,1.0,-0.16503006295772288,13.98527330862139
1,1,1,1,1,6535.244808952998,919.1675656353275,0,0.9249408378641386,0,1,1,1,1,1231.6822428301411,0.18846765176153626,0.14064776339764784,0.8593522366023522,9.366559464600961
1,0,1,1,1,9478.82893139023,5963.355847515665,0,0.7983760591612812,1,0,0,0,1,563.6004319781575,0.059458867340851575,0.6291236914053093,0.3708763085946906,90.95786979676477
1,1,1,1,1,1072.361651352624,951.5294282497271,0,0.9897208580072834,0,1,0,1,1,242.0520049085944,0.22571863195898692,0.8873213873785163,0.11267861262148375,2.019699786254174
1,1,1,0,1,0.0,0.0,0,0.6358340557958442,1,1,0,1,1,0.0,0.0,0.0,0.0,59.887232007872065
