bank_validity,account_number_present,account_holder_present,account_type_present,beginning_balance,ending_balance,total_credits,total_debits,period_start_present,period_end_present,statement_date_present,future_period,period_age_days,transaction_count,avg_transaction_amount,max_transaction_amount,balance_change,negative_ending_balance,balance_consistency,currency_present,suspicious_transaction_pattern,large_transaction_count,round_number_transactions,date_format_valid,period_length_days,critical_missing_count,field_quality,transaction_date_consistency,duplicate_transactions,unusual_timing,account_number_format_valid,name_format_valid,balance_volatility,credit_debit_ratio,text_quality,risk_score
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,39.62996670915932,0,0.0,0.0,0.0,0.0,0.5971432038917768,1.0,0.0,0,0.0,1.0,259.97923225104154,3.0,0.6917550131284234,0.5,0.0,0.24312374605212342,0.0,0.0,0.0,0.0,0.6616053990191384,56.80499361303136
0.0,0.0,1.0,0.0,0.0,56.95946046234922,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,56.95946046234922,1.0,0.3616263384222694,0.0,0.0,0,0.0,0.0,0.0,3.0,0.6639059790057766,0.5,0.5,0.11883661708337995,0.0,1.0,0.0,0.0,0.6775415386744361,56.1591802666466
1.0,1.0,1.0,1.0,838663.2572787515,285956.7510335882,213796.18197684662,3006.992105948458,1.0,1.0,1.0,0.0,42.140364330221765,460,21408.178945571253,49732.632049817694,552706.5062451633,0.0,1.0,1.0,0.0,12,32.5,1.0,129.09497184751257,1.0,0.9653521320929261,0.597442020724549,0.0,0.08565123684740267,1.0,1.0,8.567283895198685,71.09968182287979,0.9687002839086956,18.30981664957637
1.0,1.0,1.0,1.0,557391.6861858998,312032.2081332973,441907.16361575347,454551.2971937428,1.0,1.0,1.0,0.0,362.7773727272841,966,49194.80482468729,94959.3357726108,245359.4780526025,0.0,1.0,1.0,0.0,8,17.0,1.0,80.20392387207045,0.0,0.9116966126477948,0.7538499319408335,0.0,0.019758682818370787,1.0,1.0,8.054500146838494,0.9721832636799185,0.9027470233365107,15.98342439790227
0.0,1.0,1.0,0.0,37552.9522717647,114909.46192682238,260325.33294662958,299263.845257484,0.0,1.0,0.0,1.0,89.24758954405671,993,37392.44323138953,2422.1776198999014,77356.50965505769,0.0,0.6131076084042468,1.0,1.0,17,6.0,0.0,0.0,3.0,0.7494457549392904,0.66533270510603,0.0,0.18653901750941002,1.0,1.0,7.213573114534331,0.8698856780465677,0.629562949018714,59.1251974404161
1.0,1.0,1.0,1.0,399014.3154303648,605150.2652672032,206952.17273039062,432770.70354028797,1.0,1.0,1.0,0.0,159.43053511864838,825,5960.8414972668115,94397.17099359987,206135.9498368384,0.0,1.0,1.0,0.0,48,46.5,1.0,263.08885792152586,1.0,0.9369663138756015,0.6357492179111981,0.0,0.02748669165323855,1.0,1.0,8.87212535364676,0.4782028243534392,0.8854458338469897,24.83828920225424
1.0,1.0,1.0,1.0,527086.5695255774,967134.2418975636,98774.61281041872,341637.8937569032,1.0,1.0,1.0,0.0,217.6715225148832,586,14097.702398653711,10411.661184001441,440047.6723719862,0.0,1.0,1.0,0.0,45,37.5,1.0,319.7357952168801,0.0,0.8452371057279111,0.8250149293912723,0.0,0.05364452613155715,1.0,1.0,2.381402175831461,0.2891207755797226,0.8139801694763137,5.857696744778922
0.0,1.0,0.0,1.0,317304.70290733216,307465.5418459562,362125.07209872705,371875.7740325008,0.0,0.0,1.0,1.0,0.0,567,39174.14211875115,16456.367521804084,9839.161061375984,0.0,0.0078103833422268005,0.0,1.0,18,12.0,0.0,0.0,5.0,0.11003157507298585,0.6513206208736504,1.0,0.6897377393364141,1.0,0.0,5.509167285155796,0.9737796796278492,0.35224702280324904,100.0
1.0,1.0,1.0,1.0,684884.9439534518,301631.5204345794,453523.67522821133,436010.353814024,1.0,1.0,1.0,0.0,58.075328035281046,215,27609.507335469585,79555.96278842737,383253.4235188724,0.0,1.0,1.0,0.0,32,43.0,1.0,338.5098492717971,0.0,0.8703845800506351,0.6466355085981104,0.0,0.04513926585816024,1.0,1.0,2.0228200873060462,1.0401672145190788,0.9017395485560776,6.5539177825372965
1.0,1.0,1.0,1.0,341381.2121753392,547914.3262785658,280950.13938552863,332515.77383337595,1.0,1.0,1.0,0.0,273.54242429265474,744,36664.07555685929,48500.33496588574,206533.11410322657,0.0,1.0,1.0,0.0,47,15.5,1.0,355.0782550633827,0.0,0.9527694155672485,0.9651378695509201,0.0,0.0974923943011978,1.0,1.0,8.069016618665492,0.8449227419999422,0.8943316031328113,14.62210379195908
0.0,1.0,1.0,1.0,926127.4857977881,3354.9951945477806,167710.38309026192,344818.2741000742,0.0,1.0,1.0,1.0,326.17491624342006,440,49869.99426427558,15130.915119343303,929482.480992336,1.0,0.6430160209203065,1.0,0.0,3,48.5,0.0,0.0,4.0,0.7788974364527348,0.8197113863597327,0.0,0.26418211908574285,1.0,1.0,7.90791093264846,0.4863732455246514,0.7916201477449634,32.733607007455426
0.0,1.0,0.0,0.0,671557.1007348154,870861.3377890944,310312.4899064939,110875.12427689167,1.0,1.0,0.0,1.0,285.08709536415205,141,4533.7830442894465,36774.60795749492,199304.23705427907,0.0,0.3886950163769436,1.0,0.0,24,48.5,1.0,315.6890622536804,4.0,0.510555629890679,0.5986368272380298,0.5,0.23549140185483242,1.0,0.0,7.47101468568432,2.7987566366242937,0.7195805765835721,43.907688227693846
1.0,1.0,1.0,1.0,389340.5096508069,487878.8814320497,430522.3156077556,459130.04956719396,1.0,1.0,1.0,0.0,58.180980005342754,933,36209.30940618876,29106.76859053638,98538.37178124278,0.0,1.0,1.0,0.0,44,34.0,1.0,240.0621213024926,1.0,0.9443173398941505,0.8077873399389546,0.0,0.011482006982607918,1.0,1.0,5.7464503120640735,0.9376914362577534,0.884453675890067,18.228176927620932
1.0,1.0,1.0,1.0,787079.6780781352,620836.7249284292,454197.6259335179,410396.0885390394,1.0,1.0,1.0,0.0,102.61510512028944,89,33628.21558076878,92500.39956435181,166242.953149706,0.0,1.0,1.0,0.0,28,29.0,1.0,298.82138120089434,1.0,0.9212154773072047,0.7344683522692388,0.0,0.023805519497136107,1.0,1.0,2.5407130436093617,1.1067299095135303,0.8020251634277104,14.751979478161577
0.0,0.0,1.0,1.0,0.0,260.7939341740827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,260.7939341740827,0.0,0.09203812844307147,0.0,1.0,25,0.0,0.0,0.0,6.0,0.41799189333433817,0.5,0.5,0.5753526748502447,0.0,1.0,0.0,0.0,0.4323996948748553,76.81312281786145
0.0,1.0,0.0,1.0,94929.09909928226,222824.6522726742,344058.3508971902,215618.28936986582,0.0,0.0,1.0,1.0,0.0,627,11043.360643368489,62374.71464609244,127895.55317339193,1.0,0.3623583958144326,0.0,1.0,16,43.0,0.0,0.0,5.0,0.48546008885737796,0.6980566620005305,0.5,0.5477804039271247,1.0,0.0,2.188484168892857,1.5956825921524764,0.5221084064092936,72.53340116337841
1.0,1.0,1.0,1.0,35180.478081996094,2625.798441758741,430767.9451068955,308601.78501544945,1.0,1.0,1.0,0.0,343.58879165942676,499,27279.873162142154,1912.4432725955764,37806.27652375484,0.0,1.0,1.0,0.0,34,40.5,1.0,227.03633955616496,1.0,0.9342565672258529,0.5076445577771771,0.0,0.007922157792418462,1.0,1.0,8.8319058028631,1.3958699075098677,0.8862209892832387,19.14528747708645
1.0,1.0,1.0,1.0,904775.4692614081,794157.6313674984,241515.78532807788,55485.65547222273,1.0,1.0,1.0,0.0,215.22370411529985,128,26048.27120041654,38476.03092897582,110617.83789390966,0.0,1.0,1.0,0.0,34,11.5,1.0,1.468679761171151,0.0,0.8156927082095415,0.8194157422079635,0.0,0.08252711919249055,1.0,1.0,0.8900725448749947,4.352760786055518,0.899534606311306,2.079878325803201
1.0,1.0,1.0,1.0,118268.92437242542,644178.1115276627,413371.55632996856,341439.4606739026,1.0,1.0,1.0,0.0,348.5059915830101,6,22582.356926881625,51957.38280050069,525909.1871552373,0.0,1.0,1.0,0.0,1,47.0,1.0,318.4904559036492,0.0,0.8844896650466372,0.8219845791292507,0.0,0.03682239603538844,1.0,1.0,9.093543080186198,1.2106730590368577,0.990777985781077,17.535662652425412
0.0,1.0,1.0,1.0,412299.0053854786,237973.28943179955,296468.3289361974,470644.1513286413,1.0,1.0,0.0,1.0,14.784812565008881,383,6158.071359636053,55060.2029831261,174325.71595367906,1.0,0.361237211323335,0.0,0.0,20,28.0,1.0,169.2466371094999,3.0,0.5708345931937733,0.8272397603990145,0.0,0.19501102159683711,1.0,1.0,4.378310772882131,0.6299203508622367,0.7049661252493169,57.842970624646455
1.0,1.0,1.0,1.0,595401.6204289375,750247.3816225373,41763.67581398877,109717.01397435623,1.0,1.0,1.0,0.0,40.50521292186803,686,6979.745358089112,30187.593086024124,154845.76119359978,0.0,1.0,1.0,0.0,10,48.0,1.0,138.2509754986359,1.0,0.9598119292328451,0.9116912123378553,0.0,0.005369208308023232,1.0,1.0,1.650017070901626,0.3806490379308905,0.9589468685637422,10.420233009162883
1.0,0.0,0.0,1.0,0.0,642.4951021232423,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0.0,0.0,642.4951021232423,1.0,0.14782103709261912,0.0,1.0,32,0.0,0.0,0.0,6.0,0.40722278593614686,0.5,0.5,0.4929406792874237,0.0,0.0,0.0,0.0,0.40784261182088055,82.53339160305805
0.0,1.0,0.0,0.0,586170.4178783504,574987.0484493077,41563.01125790834,53069.220444989514,0.0,0.0,0.0,1.0,0.0,630,26985.35345648327,44606.67967605384,11183.36942904268,1.0,0.15568685233230886,0.0,1.0,27,10.0,0.0,0.0,5.0,0.282609606042127,0.7689074432756944,1.0,0.924041035575261,1.0,0.0,0.21630224994418135,0.7831848839948897,0.369346046050138,100.0
1.0,1.0,1.0,1.0,43944.581317415184,497980.07862632384,352419.2346632966,75766.85596611383,1.0,1.0,1.0,0.0,239.69517452356015,827,32734.289675680717,81776.57698705346,454035.49730890867,0.0,1.0,1.0,0.0,41,4.5,1.0,87.39276660333391,1.0,0.8770593895339215,0.6275390592955756,0.0,0.08079109212013304,1.0,1.0,2.2995858705344627,4.651364111253521,0.8145537529121328,8.392782530142764
1.0,1.0,0.0,0.0,966667.4462499587,1000000.0,459172.15578919137,396366.14050874073,1.0,1.0,0.0,0.0,300.5427776391183,348,6143.9299412188675,58563.13567361491,63072.45160126011,1.0,0.32475443700858136,1.0,1.0,12,21.5,1.0,188.23441267897425,3.0,0.6192377512452736,0.8200060904968667,1.0,0.11441572975841659,1.0,0.0,1.9480936546825367,1.1584545420550765,0.6677964983023971,45.0129130631086
0.0,0.0,0.0,0.0,0.0,135.45828580926806,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,135.45828580926806,1.0,0.11271612635321956,1.0,1.0,48,0.0,0.0,0.0,5.0,0.34275495318030424,0.5,1.0,0.5428509896269548,0.0,0.0,0.0,0.0,0.01971740663999988,100.0
0.0,1.0,0.0,0.0,618190.2516630212,1000000.0,424236.2138318212,4130.636990970049,0.0,1.0,0.0,1.0,151.37999305635566,648,25559.84314216943,83849.8961511743,419244.28374217835,0.0,0.038392961340865825,1.0,1.0,12,2.0,0.0,0.0,7.0,0.15848006958466745,0.5401438175467534,1.0,0.9110862656030336,1.0,0.0,6.186018347209213,100.0,0.21319899475607046,100.0
1.0,1.0,1.0,1.0,258563.2540554519,787186.4130749999,253499.3263766888,190766.08086757953,1.0,1.0,1.0,0.0,260.6451398953911,32,41358.07622389078,31524.420034270395,528623.159019548,0.0,1.0,1.0,0.0,41,46.5,1.0,323.5234087782835,0.0,0.9943228719484392,0.6039970539721284,0.0,0.09368417509967375,1.0,1.0,3.154314931991342,1.3288490554704828,0.9882504672363126,14.896389662035858
1.0,1.0,1.0,1.0,748321.3225308665,27670.523743048365,316649.47969886614,154066.11541259824,1.0,1.0,1.0,0.0,81.7632019354281,586,24861.920360506974,14316.67864232431,720650.7987878182,0.0,1.0,1.0,0.0,19,5.5,1.0,287.3639063210307,1.0,0.8960401155479574,0.7564203548457087,0.0,0.03875452574955915,1.0,1.0,1.603961992470656,2.0552830766899,0.8997087713652803,13.255752188665758
1.0,1.0,0.0,0.0,936186.7856462324,737061.529194939,299693.36558559217,51489.16434050094,1.0,1.0,1.0,1.0,309.6292803871417,461,9266.225851577714,94384.39483049735,199125.25645129348,0.0,0.5612385799718904,0.0,1.0,27,22.5,1.0,155.55641360024208,3.0,0.5671887383625651,0.6267115361326421,0.5,0.16947909775383913,1.0,0.0,4.616272174289156,5.820513294869226,0.7455703005319739,48.24365250290181
1.0,1.0,1.0,1.0,969333.615608252,784472.0372761644,446350.5870657009,268849.73061613867,1.0,1.0,1.0,0.0,91.71662991334291,114,3057.907158240475,60960.681157183346,184861.5783320876,0.0,1.0,1.0,0.0,45,38.5,1.0,11.909967255086503,1.0,0.8806676517945016,0.7763859955772334,0.0,0.04901196916489642,1.0,1.0,2.6188851418239367,1.6602233003647544,0.8949106623570476,12.746074485520936
1.0,0.0,0.0,0.0,0.0,155.95982976035162,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,155.95982976035162,1.0,0.4821190022552644,0.0,0.0,0,0.0,1.0,0.0,3.0,0.6405705659404475,0.5,0.0,0.21120763468395864,0.0,0.0,0.0,0.0,0.7011146886501545,59.98367427239552
1.0,0.0,0.0,1.0,0.0,390.73683903549653,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0.0,0.0,390.73683903549653,1.0,0.378569549036024,0.0,1.0,45,0.0,0.0,0.0,4.0,0.4369156530617744,0.5,0.5,0.4582735378442786,0.0,0.0,0.0,0.0,0.5385023820512845,77.2803982447314
1.0,1.0,1.0,1.0,315466.1984144822,262179.3625434728,191457.69165499587,337551.8274451238,1.0,1.0,1.0,0.0,62.08716598806175,693,21167.760456017604,1131.0657116974544,53286.83587100939,0.0,1.0,1.0,0.0,14,13.0,1.0,190.51460046012528,1.0,0.9290668704073857,0.7273890869448487,0.0,0.04374094519056764,1.0,1.0,7.709070976561746,0.567194949303367,0.9590671558585847,15.607214608502407
1.0,1.0,1.0,1.0,352435.0535114371,767289.9234181783,173443.92228422838,137146.7437650921,1.0,1.0,1.0,0.0,140.2027076838921,868,10894.121654531036,62232.35672209748,414854.86990674125,0.0,1.0,1.0,0.0,32,41.0,1.0,112.51279936198027,1.0,0.8253562396668171,0.6079038656108162,0.0,0.0928296274721874,1.0,1.0,6.292631960476161,1.264659426266123,0.8369181939171428,25.684112633598698
0.0,0.0,0.0,0.0,0.0,527.2536096916785,0.0,0.0,0.0,1.0,0.0,1.0,229.2181056002265,0,0.0,0.0,527.2536096916785,1.0,0.2945067081977155,1.0,1.0,19,0.0,0.0,0.0,6.0,0.13148273038434952,0.5,1.0,0.8958307683328917,0.0,0.0,0.0,0.0,0.16744485238197182,100.0
0.0,1.0,1.0,0.0,562946.0888657969,587565.2631370495,178241.69338766648,154254.97526664333,0.0,1.0,1.0,0.0,259.4729369753117,2,15236.103957644353,56709.68761222799,24619.17427125259,1.0,0.11744977316393529,0.0,0.0,32,29.5,0.0,0.0,4.0,0.4831765855966613,0.8787629976116376,1.0,0.4535705968687206,1.0,1.0,7.176183640322288,1.1555004503391868,0.3456130527220467,76.208289783327
1.0,0.0,1.0,0.0,0.0,7988.1735820459035,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0.0,0.0,7988.1735820459035,1.0,0.5976888987518407,1.0,1.0,45,0.0,0.0,0.0,2.0,0.7827025861283986,0.5,0.0,0.19223764234045837,0.0,1.0,0.0,0.0,0.6400536118033967,54.42638309009858
1.0,1.0,1.0,1.0,933254.9634297934,744161.8946646729,425485.7962174714,185044.77708902062,1.0,1.0,1.0,0.0,201.7588544414525,454,19137.02510129945,70896.84355812661,189093.06876512046,0.0,1.0,1.0,0.0,35,15.5,1.0,94.55603213086182,1.0,0.808238061984552,0.5996335403643991,0.0,0.01974325045717681,1.0,1.0,1.7813290412648908,2.299366687949157,0.8489842113326953,8.655395998945703
0.0,0.0,0.0,0.0,0.0,390.15457446676976,0.0,0.0,1.0,1.0,0.0,1.0,339.423420201014,0,0.0,0.0,390.15457446676976,0.0,0.015601888286716636,0.0,1.0,33,0.0,1.0,153.56078969959898,7.0,0.2165819931800718,0.5,0.5,0.5911358657901482,0.0,0.0,0.0,0.0,0.24329633193684486,100.0
1.0,1.0,1.0,1.0,857612.1885957385,814618.4149553031,78767.39610537315,363086.94010923,1.0,1.0,1.0,0.0,96.91260561056934,222,37670.82314506619,78823.78139227672,42993.77364043542,0.0,1.0,1.0,0.0,40,27.0,1.0,89.0092653914554,1.0,0.874395331400029,0.5041064459266174,0.0,0.0636935952300479,1.0,1.0,8.513218275942448,0.21693811427554238,0.9485089889863413,27.025605689248554
0.0,1.0,1.0,1.0,385244.64211650414,633120.7826350104,310992.4996979644,62656.72434790365,0.0,0.0,1.0,0.0,0.0,419,25159.19870012846,67279.89963837634,247876.1405185063,1.0,0.41107476592596265,0.0,0.0,10,6.0,0.0,0.0,2.0,0.5418901796688312,0.6085823704046662,1.0,0.2574501715537688,1.0,1.0,2.5735624205730954,4.963433740505931,0.5099923722662077,31.63947312875253
1.0,1.0,1.0,1.0,882693.18275935,688491.593903392,446984.5599734041,297837.5450643965,1.0,1.0,1.0,0.0,46.70480592502273,121,15705.923619719559,15104.260588704166,194201.58885595808,0.0,1.0,1.0,0.0,12,41.0,1.0,306.58481226733323,0.0,0.9956325238316747,0.7679680184770601,0.0,0.038081172915342965,1.0,1.0,9.802372131099883,1.5007663317825157,0.9033354490187648,19.84439065299309
1.0,0.0,0.0,1.0,0.0,245.99117532170834,0.0,0.0,1.0,1.0,1.0,0.0,257.6076789803227,0,0.0,0.0,245.99117532170834,1.0,0.13782249396799623,0.0,1.0,27,0.0,1.0,19.53496747084276,4.0,0.5285968955278744,0.5,1.0,0.42795176287850756,0.0,0.0,0.0,0.0,0.4388726064455058,72.65255140413241
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,243.02449770266128,0,0.0,0.0,0.0,0.0,0.6572380819669212,1.0,1.0,11,0.0,0.0,0.0,4.0,0.7874314726338832,0.5,0.5,0.22705500749113428,0.0,0.0,0.0,0.0,0.5532718339841851,44.891816622119634
1.0,1.0,1.0,1.0,609751.744087949,365038.42265508615,306441.1564478058,23720.014680851054,1.0,1.0,1.0,0.0,174.37920163067247,443,49478.38174400873,76316.77434680134,244713.3214328629,0.0,1.0,1.0,0.0,38,44.0,1.0,234.98078646246273,1.0,0.8366696773860418,0.7021399194053848,0.0,0.04250405574363741,1.0,1.0,5.450529600603056,12.919096407439953,0.8022303812526805,21.908575978407548
1.0,1.0,1.0,0.0,133533.7420711954,470150.0126394125,336665.3246781951,254.40286037842208,0.0,1.0,0.0,1.0,19.38195422416299,254,1508.2877726168786,31427.803771753126,336616.2705682171,1.0,0.33687141101042234,0.0,1.0,21,20.0,0.0,0.0,3.0,0.706186961090154,0.907989498039094,0.0,0.21264735787337313,1.0,1.0,0.5402594245710712,100.0,0.7693939934854434,53.96120149774593
0.0,0.0,0.0,0.0,0.0,658.6489565021159,0.0,0.0,0.0,1.0,1.0,0.0,170.6392722612892,0,0.0,0.0,658.6489565021159,1.0,0.3328408323192016,1.0,0.0,0,0.0,0.0,0.0,4.0,0.7564336897594222,0.5,1.0,0.11572739011402358,0.0,0.0,0.0,0.0,0.5199504959359015,56.258016215422494
0.0,0.0,0.0,0.0,0.0,792.7152120123186,0.0,0.0,1.0,1.0,0.0,1.0,277.2919514394052,0,0.0,0.0,792.7152120123186,1.0,0.174839836976365,0.0,1.0,47,0.0,1.0,106.2577270774974,7.0,0.10649029016487886,0.5,1.0,0.5929676058289304,0.0,0.0,0.0,0.0,0.318862894385209,100.0
0.0,0.0,0.0,0.0,0.0,575.714746768886,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0.0,0.0,575.714746768886,1.0,0.2494326308060025,1.0,1.0,14,0.0,1.0,0.0,6.0,0.1830713432341251,0.5,0.5,0.7381787050046107,0.0,0.0,0.0,0.0,0.24212785982140894,100.0
1.0,1.0,1.0,1.0,695873.5110558489,531498.6994654993,245815.71762442123,263064.33650002285,1.0,1.0,1.0,0.0,186.29674934271526,540,24016.44331484222,37585.018191772535,164374.81159034965,0.0,1.0,1.0,0.0,0,9.5,1.0,239.10347105524517,0.0,0.9326463858482098,0.5653256008356247,0.0,0.04433717426669126,1.0,1.0,8.33649563332273,0.9344319374298762,0.8143277079216539,14.095768495417879
0.0,0.0,0.0,0.0,0.0,767.8778208931802,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,767.8778208931802,0.0,0.06455421311295902,0.0,1.0,10,0.0,1.0,0.0,5.0,0.26727518194883926,0.5,0.5,0.7232034368636341,0.0,0.0,0.0,0.0,0.15000350280499833,100.0
0.0,0.0,1.0,1.0,0.0,124.73972848408972,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0.0,0.0,124.73972848408972,1.0,0.34489233205708847,0.0,0.0,0,0.0,1.0,0.0,4.0,0.6397942914510302,0.5,0.5,0.236570672477761,0.0,1.0,0.0,0.0,0.5778263709835891,57.434181924933704
0.0,1.0,0.0,1.0,74152.33146351296,18963.988284199633,291751.50533766526,385188.5790957828,0.0,0.0,0.0,0.0,0.0,730,842.044466708014,72047.93482681629,93116.3197477126,0.0,0.46408794872581205,0.0,0.0,25,25.0,0.0,0.0,4.0,0.31589785210058724,0.9070343760259283,0.0,0.5230519604743321,1.0,0.0,2.484548022884663,0.7574251189444455,0.4045736124869472,65.18131817571738
0.0,0.0,1.0,0.0,0.0,205.25440850386488,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0.0,205.25440850386488,1.0,0.3589512065540822,0.0,1.0,35,0.0,1.0,0.0,5.0,0.3638871487780321,0.5,1.0,0.5880736708372785,0.0,1.0,0.0,0.0,0.5933716444977271,64.8149804367073
1.0,1.0,1.0,1.0,501852.17862099974,109588.78591870784,84538.96049585452,246039.5678776154,1.0,1.0,1.0,0.0,344.892184194994,973,20641.214384904455,50613.68079136963,392263.3927022919,0.0,1.0,1.0,0.0,16,6.0,1.0,274.1781591147148,0.0,0.9822990032201542,0.8899529731494926,0.0,0.024490021101048354,1.0,1.0,5.607737215131103,0.3435990447597671,0.8977904736813678,9.094558822198605
0.0,1.0,0.0,0.0,180932.92518113102,95181.63206471395,69607.60844469466,346007.2949712403,0.0,0.0,0.0,1.0,0.0,954,15566.816123403154,26370.51451133274,276114.557245845,1.0,0.03043618049284963,0.0,0.0,45,9.5,0.0,0.0,4.0,0.4280283987190816,0.7290786992463851,0.5,0.3183620656173701,1.0,0.0,1.301593454645693,0.2011738175938758,0.5670717481499267,67.79295898351693
0.0,0.0,0.0,0.0,0.0,75.09461719092687,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,75.09461719092687,1.0,0.29012012961483474,0.0,1.0,29,0.0,1.0,0.0,7.0,0.07408586175141676,0.5,1.0,0.6461609782085324,0.0,0.0,0.0,0.0,0.38891249891875224,100.0
1.0,1.0,0.0,0.0,426119.2844834217,690257.5861158951,299970.9490860237,35643.6210967519,1.0,0.0,0.0,0.0,0.0,365,9935.283877155205,77585.35904997632,264138.30163247336,1.0,0.43882513952937496,0.0,0.0,28,24.0,1.0,0.0,3.0,0.6023520877586425,0.6917966796920223,0.5,0.12042305135216502,1.0,0.0,6.8474846215236145,8.415838230121889,0.7805687320800427,39.69659554575689
0.0,0.0,0.0,1.0,0.0,6277.919861451239,0.0,0.0,1.0,1.0,0.0,0.0,306.7141919115676,0,0.0,0.0,6277.919861451239,1.0,0.5193234874773549,1.0,1.0,26,0.0,1.0,165.52061536705475,2.0,0.7099195755414169,0.5,0.5,0.1008372475786566,0.0,0.0,0.0,0.0,0.5294416061656142,37.164109489747275
0.0,0.0,0.0,0.0,0.0,193.0750108473605,0.0,0.0,0.0,1.0,0.0,0.0,113.82626383376007,0,0.0,0.0,193.0750108473605,0.0,0.2095712774033615,1.0,1.0,13,0.0,0.0,0.0,5.0,0.328291964183043,0.5,0.0,0.3235446150932575,0.0,0.0,0.0,0.0,0.5357410401750251,80.00108320895842
1.0,1.0,1.0,1.0,475074.09939994494,718229.7274470171,269112.2985323064,98870.91967550237,1.0,1.0,1.0,0.0,205.6632467684827,844,42274.05236459224,98254.46172584231,243155.62804707215,0.0,1.0,1.0,0.0,21,36.5,1.0,66.70944546470562,1.0,0.8635537211609747,0.7748887322710352,0.0,0.0184888150727621,1.0,1.0,0.3144668288611918,2.721854913614052,0.8394698304050252,13.255050890700971
1.0,1.0,1.0,1.0,444194.5686248453,464540.55421873485,212450.98709030612,59846.40298599636,1.0,1.0,1.0,0.0,302.2560182573043,819,8284.89090513651,98240.90192491245,20345.98559388955,0.0,1.0,1.0,0.0,35,48.0,1.0,100.79621173257598,1.0,0.8628008466273164,0.6999385068134272,0.0,0.008848054453659394,1.0,1.0,3.510749925244129,3.549937448037072,0.902954460694965,20.14775396676193
1.0,1.0,1.0,1.0,254055.3552616759,46582.34368517092,228638.6209231001,189953.0765592195,1.0,1.0,1.0,0.0,123.55570668010176,653,33958.82383892493,24434.728697521146,207473.01157650497,0.0,1.0,1.0,0.0,22,30.5,1.0,49.03494003006497,1.0,0.9478403322593603,0.6674151764270777,0.0,0.06629409845952479,1.0,1.0,2.683818397168829,1.2036584248311453,0.933989679030869,17.811079428212423
0.0,0.0,1.0,0.0,0.0,469.61504721772826,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,469.61504721772826,1.0,0.4135134989607669,1.0,1.0,45,0.0,0.0,0.0,4.0,0.3309456427248891,0.5,0.5,0.3988819048687368,0.0,1.0,0.0,0.0,0.4253611445295561,65.9665377998802
1.0,1.0,1.0,1.0,345070.4134099476,152381.51357771378,286514.96449721133,201362.7791850271,1.0,1.0,1.0,0.0,361.26476105802027,636,11856.653956464086,83064.81860789095,192688.89983223382,0.0,1.0,1.0,0.0,41,37.5,1.0,359.89719100070295,0.0,0.8314221045223797,0.6833047628171525,0.0,0.06477076409746106,1.0,1.0,4.6346158359133725,1.4228794698643887,0.9770006179969947,13.19985716900452
0.0,1.0,0.0,0.0,188642.20043404534,326970.2464935808,427719.9510371709,289390.8940183293,0.0,1.0,1.0,1.0,240.0857242949154,411,40734.479113176836,6152.1624403218175,138328.04605953547,1.0,0.06545373736819654,0.0,1.0,40,29.5,0.0,0.0,6.0,0.3059158337937744,0.5741171758223231,1.0,0.921176617730278,1.0,0.0,0.08115350294197854,1.478000724549682,0.18470920033325988,100.0
1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,240.43145112321596,0,0.0,0.0,0.0,0.0,0.6040734752245319,1.0,1.0,10,0.0,1.0,59.21632662906945,3.0,0.6202823859543649,0.5,0.5,0.2130504238575195,0.0,1.0,0.0,0.0,0.7806782463098244,41.31535212406777
1.0,1.0,1.0,1.0,526244.1405490097,175502.2830014579,106293.4018227618,121375.92464683439,1.0,1.0,1.0,0.0,210.11756366367464,880,183.35797266754162,76230.19375348378,350741.85754755174,0.0,1.0,1.0,0.0,22,15.5,1.0,218.02029191820625,0.0,0.9118745129520172,0.6519548786467632,0.0,0.09950459155778181,1.0,1.0,8.546460392282746,0.8757371128750783,0.8791263935117235,16.739703165717838
0.0,0.0,0.0,0.0,0.0,431.1454020183895,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,431.1454020183895,1.0,0.19613162473208956,0.0,1.0,38,0.0,0.0,0.0,5.0,0.47474802792466125,0.5,1.0,0.5625226316214764,0.0,0.0,0.0,0.0,0.3131970218562568,67.86094407561916
